cell,violations,latitude,longitude,junction_label,police_station,is_named_junction,label,event_congestion_raw,strategic_raw,junction_raw,c_violation,c_event,c_junction,c_strategic,impact_score,top_violations,peak_hour,peak_hour_label
"13.005,77.715",1,13.0045462,77.7151364,No Junction,K.R. Pura,0,"Zone 13.005, 77.715",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,9,09:00–10:00 IST
"13.005,77.714",1,13.0045814,77.7138404,No Junction,K.R. Pura,0,"Zone 13.005, 77.714",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 50% · Wrong Parking 50%,10,10:00–11:00 IST
"13.005,77.712",1,13.0045038,77.7121664,No Junction,K.R. Pura,0,"Zone 13.005, 77.712",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,11,11:00–12:00 IST
"13.005,77.694",1,13.0049078,77.6943612,No Junction,K.R. Pura,0,"Zone 13.005, 77.694",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 50% · Parking In A Main Road 50%,10,10:00–11:00 IST
"13.005,77.638",1,13.0054792,77.6384784,No Junction,Banaswadi,0,"Zone 13.005, 77.638",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,5,05:00–06:00 IST
"13.005,77.616",1,13.0046419,77.61567,No Junction,Pulikeshinagar(F.Town),0,"Zone 13.005, 77.616",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,4,04:00–05:00 IST
"13.005,77.599",1,13.0045392,77.5988627,No Junction,R.T. Nagar,0,"Zone 13.005, 77.599",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,7,07:00–08:00 IST
"12.924,77.669",1,12.9236017,77.6694229,No Junction,Bellandur,0,"Zone 12.924, 77.669",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,2,02:00–03:00 IST
"12.942,77.559",1,12.9415379,77.5588257,No Junction,Basavanagudi,0,"Zone 12.942, 77.559",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,7,07:00–08:00 IST
"12.942,77.558",1,12.9416747,77.5579667,No Junction,Basavanagudi,0,"Zone 12.942, 77.558",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,3,03:00–04:00 IST
"12.922,77.628",1,12.9221634,77.6283993,No Junction,Madiwala,0,"Zone 12.922, 77.628",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,0,00:00–01:00 IST
"13.02,77.529",1,13.0201024,77.5292111,No Junction,Rajajinagar,0,"Zone 13.02, 77.529",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,10,10:00–11:00 IST
"13.019,77.674",1,13.019362,77.6735424,No Junction,Banaswadi,0,"Zone 13.019, 77.674",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,4,04:00–05:00 IST
"13.019,77.642",1,13.0187417,77.6424633,No Junction,Banaswadi,0,"Zone 13.019, 77.642",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,8,08:00–09:00 IST
"13.019,77.63",1,13.0194832,77.6300898,No Junction,Banaswadi,0,"Zone 13.019, 77.63",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,13,13:00–14:00 IST
"13.019,77.537",1,13.0188167,77.5366767,No Junction,Rajajinagar,0,"Zone 13.019, 77.537",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,9,09:00–10:00 IST
"12.924,77.485",1,12.9238959,77.4848068,No Junction,Kengeri,0,"Zone 12.924, 77.485",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,13,13:00–14:00 IST
"12.923,77.673",1,12.9228842,77.673336,No Junction,Bellandur,0,"Zone 12.923, 77.673",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 33% · Wrong Parking 33%,4,04:00–05:00 IST
"12.923,77.615",1,12.923444,77.6146173,No Junction,Madiwala,0,"Zone 12.923, 77.615",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,4,04:00–05:00 IST
"12.942,77.565",1,12.9417865,77.5645383,No Junction,Basavanagudi,0,"Zone 12.942, 77.565",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 50% · Wrong Parking 50%,8,08:00–09:00 IST
"13.025,77.642",1,13.024581,77.641753,No Junction,Banaswadi,0,"Zone 13.025, 77.642",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,3,03:00–04:00 IST
"13.025,77.632",1,13.0246138,77.6315968,No Junction,Banaswadi,0,"Zone 13.025, 77.632",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,10,10:00–11:00 IST
"13.025,77.631",1,13.025189,77.6306071,No Junction,K.G. Halli,0,"Zone 13.025, 77.631",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,4,04:00–05:00 IST
"13.025,77.628",1,13.02487,77.627525,No Junction,K.G. Halli,0,"Zone 13.025, 77.628",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,5,05:00–06:00 IST
"13.025,77.584",1,13.0247922,77.5844272,No Junction,Kodigehalli,0,"Zone 13.025, 77.584",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,11,11:00–12:00 IST
"13.025,77.583",1,13.0248695,77.5825513,No Junction,Kodigehalli,0,"Zone 13.025, 77.583",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,10,10:00–11:00 IST
"13.025,77.559",1,13.0251005,77.559003,No Junction,Yeshwanthpura,0,"Zone 13.025, 77.559",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,8,08:00–09:00 IST
"13.025,77.557",1,13.0249242,77.5574408,No Junction,Yeshwanthpura,0,"Zone 13.025, 77.557",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,6,06:00–07:00 IST
"12.915,77.676",1,12.9145101,77.6762358,No Junction,Bellandur,0,"Zone 12.915, 77.676",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,7,07:00–08:00 IST
"12.915,77.651",1,12.91514,77.6514717,No Junction,HSR Layout,0,"Zone 12.915, 77.651",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,6,06:00–07:00 IST
"13.004,77.632",1,13.0036877,77.6318361,No Junction,Banaswadi,0,"Zone 13.004, 77.632",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,12,12:00–13:00 IST
"13.025,77.535",1,13.0246496,77.5350279,No Junction,Yeshwanthpura,0,"Zone 13.025, 77.535",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,11,11:00–12:00 IST
"13.024,77.659",1,13.0242962,77.6588962,No Junction,Hennuru,0,"Zone 13.024, 77.659",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,3,03:00–04:00 IST
"13.024,77.634",1,13.0238595,77.6339899,No Junction,Banaswadi,0,"Zone 13.024, 77.634",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,6,06:00–07:00 IST
"13.024,77.62",1,13.0239273,77.6195635,No Junction,K.G. Halli,0,"Zone 13.024, 77.62",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,4,04:00–05:00 IST
"13.024,77.619",1,13.0239392,77.619407,No Junction,K.G. Halli,0,"Zone 13.024, 77.619",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,9,09:00–10:00 IST
"13.024,77.557",1,13.0236591,77.5570611,No Junction,Yeshwanthpura,0,"Zone 13.024, 77.557",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,6,06:00–07:00 IST
"12.917,77.492",1,12.9165806,77.4919859,No Junction,Kengeri,0,"Zone 12.917, 77.492",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 50% · No Parking 50%,12,12:00–13:00 IST
"12.916,77.674",1,12.9160894,77.6741922,No Junction,Bellandur,0,"Zone 12.916, 77.674",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,6,06:00–07:00 IST
"12.916,77.651",1,12.915833,77.6514588,No Junction,HSR Layout,0,"Zone 12.916, 77.651",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,11,11:00–12:00 IST
"12.917,77.668",1,12.9167664,77.6681088,No Junction,Bellandur,0,"Zone 12.917, 77.668",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,2,02:00–03:00 IST
"12.917,77.667",1,12.9170433,77.6669783,No Junction,Bellandur,0,"Zone 12.917, 77.667",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,2,02:00–03:00 IST
"12.915,77.643",1,12.9152393,77.6429504,No Junction,HSR Layout,0,"Zone 12.915, 77.643",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,10,10:00–11:00 IST
"12.915,77.554",1,12.914974499425549,77.55358102941592,No Junction,Banashankari,0,"Zone 12.915, 77.554",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 50% · Wrong Parking 50%,2,02:00–03:00 IST
"12.915,77.515",1,12.9152749,77.5148713,No Junction,Kengeri,0,"Zone 12.915, 77.515",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,12,12:00–13:00 IST
"12.915,77.488",1,12.9154286,77.4882214,No Junction,Kengeri,0,"Zone 12.915, 77.488",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 50% · No Parking 50%,12,12:00–13:00 IST
"13.002,77.683",1,13.0022353,77.683478,No Junction,K.R. Pura,0,"Zone 13.002, 77.683",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,8,08:00–09:00 IST
"13.002,77.682",1,13.0015768,77.6817073,No Junction,K.R. Pura,0,"Zone 13.002, 77.682",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,5,05:00–06:00 IST
"13.002,77.678",1,13.0016213,77.6782009,No Junction,K.R. Pura,0,"Zone 13.002, 77.678",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,8,08:00–09:00 IST
"13.002,77.677",1,13.0015508,77.676587,No Junction,Banaswadi,0,"Zone 13.002, 77.677",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,6,06:00–07:00 IST
"13.002,77.662",1,13.0019555,77.6615228,No Junction,Banaswadi,0,"Zone 13.002, 77.662",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,10,10:00–11:00 IST
"13.002,77.661",1,13.0023988,77.6612363,No Junction,K.R. Pura,0,"Zone 13.002, 77.661",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,4,04:00–05:00 IST
"13.002,77.609",1,13.0017978,77.6092583,No Junction,R.T. Nagar,0,"Zone 13.002, 77.609",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,8,08:00–09:00 IST
"13.002,77.578",1,13.0023708,77.5784732,No Junction,Sadashivanagar,0,"Zone 13.002, 77.578",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,9,09:00–10:00 IST
"13.025,77.643",1,13.0245739,77.6434191,No Junction,Hennuru,0,"Zone 13.025, 77.643",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,10,10:00–11:00 IST
"12.946,77.495",1,12.9455174,77.4953859,No Junction,Jnanabharathi,0,"Zone 12.946, 77.495",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 50% · Parking In A Main Road 50%,2,02:00–03:00 IST
"12.945,77.753",1,12.9445675,77.7532548,No Junction,Whitefield,0,"Zone 12.945, 77.753",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,2,02:00–03:00 IST
"12.945,77.63",1,12.94474,77.6298733,No Junction,Ashok Nagar,0,"Zone 12.945, 77.63",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,3,03:00–04:00 IST
"12.945,77.619",1,12.9454894,77.6190286,No Junction,Adugodi,0,"Zone 12.945, 77.619",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,3,03:00–04:00 IST
"12.947,77.588",1,12.9465292,77.587892,No Junction,Wilson Garden,0,"Zone 12.947, 77.588",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 50% · No Parking 50%,9,09:00–10:00 IST
"12.947,77.539",1,12.9466217,77.5389167,No Junction,Byatarayanapura,0,"Zone 12.947, 77.539",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 50% · Wrong Parking 50%,9,09:00–10:00 IST
"12.914,77.626",1,12.9135838,77.6255719,No Junction,HSR Layout,0,"Zone 12.914, 77.626",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,11,11:00–12:00 IST
"13.026,77.533",1,13.0256158,77.5333832,No Junction,Yeshwanthpura,0,"Zone 13.026, 77.533",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,10,10:00–11:00 IST
"13.026,77.52",1,13.0256103,77.5204472,No Junction,Peenya,0,"Zone 13.026, 77.52",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,10,10:00–11:00 IST
"13.025,77.717",1,13.024878,77.7173989,No Junction,K.R. Pura,0,"Zone 13.025, 77.717",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,7,07:00–08:00 IST
"13.025,77.644",1,13.024745635195698,77.64353983470318,No Junction,Hennuru,0,"Zone 13.025, 77.644",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,3,03:00–04:00 IST
"12.946,77.586",1,12.9456248,77.5860488,No Junction,Wilson Garden,0,"Zone 12.946, 77.586",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,2,02:00–03:00 IST
"13.023,77.603",1,13.0228487,77.6027115,No Junction,R.T. Nagar,0,"Zone 13.023, 77.603",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,1,01:00–02:00 IST
"13.023,77.6",1,13.0232679,77.6004004,No Junction,R.T. Nagar,0,"Zone 13.023, 77.6",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 50% · Parking In A Main Road 50%,7,07:00–08:00 IST
"13.023,77.597",1,13.0228768,77.5967177,No Junction,R.T. Nagar,0,"Zone 13.023, 77.597",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,3,03:00–04:00 IST
"13.023,77.592",1,13.0230852,77.5924998,No Junction,R.T. Nagar,0,"Zone 13.023, 77.592",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,6,06:00–07:00 IST
"13.023,77.557",1,13.022701,77.5566609,No Junction,Yeshwanthpura,0,"Zone 13.023, 77.557",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,6,06:00–07:00 IST
"13.023,77.513",1,13.0233206,77.512549,No Junction,Peenya,0,"Zone 13.023, 77.513",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,4,04:00–05:00 IST
"12.918,77.645",1,12.9184217,77.644845,No Junction,HSR Layout,0,"Zone 12.918, 77.645",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,11,11:00–12:00 IST
"12.918,77.641",1,12.9175956,77.6409137,No Junction,HSR Layout,0,"Zone 12.918, 77.641",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,2,02:00–03:00 IST
"12.918,77.513",1,12.91756,77.513475,No Junction,Kengeri,0,"Zone 12.918, 77.513",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,4,04:00–05:00 IST
"12.918,77.483",1,12.9179916,77.4834786,No Junction,Kengeri,0,"Zone 12.918, 77.483",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,2,02:00–03:00 IST
"13.003,77.712",1,13.0026633,77.7124696,No Junction,K.R. Pura,0,"Zone 13.003, 77.712",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,13,13:00–14:00 IST
"13.022,77.554",1,13.0218842,77.5535109,No Junction,Yeshwanthpura,0,"Zone 13.022, 77.554",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,8,08:00–09:00 IST
"13.022,77.534",1,13.0218421,77.5335669,No Junction,Rajajinagar,0,"Zone 13.022, 77.534",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,10,10:00–11:00 IST
"13.022,77.529",1,13.0216531,77.5286187,No Junction,Yeshwanthpura,0,"Zone 13.022, 77.529",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,10,10:00–11:00 IST
"13.022,77.524",1,13.0224075,77.5238951,No Junction,Rajajinagar,0,"Zone 13.022, 77.524",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,9,09:00–10:00 IST
"12.92,77.541",1,12.9196589,77.541364,No Junction,Banashankari,0,"Zone 12.92, 77.541",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 33% · Wrong Parking 33%,13,13:00–14:00 IST
"12.919,77.737",1,12.9190873,77.7372158,No Junction,Whitefield,0,"Zone 12.919, 77.737",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,11,11:00–12:00 IST
"12.919,77.684",1,12.9190302,77.6838811,No Junction,Bellandur,0,"Zone 12.919, 77.684",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,9,09:00–10:00 IST
"12.919,77.671",1,12.9186376,77.6707125,No Junction,Bellandur,0,"Zone 12.919, 77.671",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,10,10:00–11:00 IST
"12.919,77.665",1,12.9187651,77.6653943,No Junction,Bellandur,0,"Zone 12.919, 77.665",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,1,01:00–02:00 IST
"12.942,77.684",1,12.9421762,77.6836982,No Junction,HAL Old Airport,0,"Zone 12.942, 77.684",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,9,09:00–10:00 IST
"12.942,77.631",1,12.9416483,77.6312983,No Junction,Ashok Nagar,0,"Zone 12.942, 77.631",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 50% · Parking On Footpath 50%,6,06:00–07:00 IST
"13.022,77.582",1,13.022063,77.581951,No Junction,Sadashivanagar,0,"Zone 13.022, 77.582",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,10,10:00–11:00 IST
"13.003,77.676",1,13.0026836,77.6758959,No Junction,Banaswadi,0,"Zone 13.003, 77.676",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,1,01:00–02:00 IST
"13.003,77.615",1,13.0033569,77.6154807,No Junction,Pulikeshinagar(F.Town),0,"Zone 13.003, 77.615",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,11,11:00–12:00 IST
"13.003,77.572",1,13.0034188,77.5721299,No Junction,Malleshwaram,0,"Zone 13.003, 77.572",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,4,04:00–05:00 IST
"13.003,77.57",1,13.0027717,77.569945,No Junction,Malleshwaram,0,"Zone 13.003, 77.57",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,10,10:00–11:00 IST
"13.003,77.568",1,13.0025017,77.5682433,No Junction,Malleshwaram,0,"Zone 13.003, 77.568",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,1,01:00–02:00 IST
"12.944,77.587",1,12.9437643,77.5866992,No Junction,Wilson Garden,0,"Zone 12.944, 77.587",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,11,11:00–12:00 IST
"12.944,77.543",1,12.9444383,77.543335,No Junction,Byatarayanapura,0,"Zone 12.944, 77.543",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,14,14:00–15:00 IST
"12.945,77.588",1,12.9454902,77.587685,No Junction,Wilson Garden,0,"Zone 12.945, 77.588",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,0,00:00–01:00 IST
"12.945,77.587",1,12.9446472,77.5867947,No Junction,Wilson Garden,0,"Zone 12.945, 77.587",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,12,12:00–13:00 IST
"12.945,77.585",1,12.9447199,77.5854856,No Junction,Wilson Garden,0,"Zone 12.945, 77.585",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 33% · Wrong Parking 33%,10,10:00–11:00 IST
"12.944,77.748",1,12.9443237,77.7476875,No Junction,Whitefield,0,"Zone 12.944, 77.748",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,6,06:00–07:00 IST
"13.023,77.609",1,13.02349,77.60888,No Junction,K.G. Halli,0,"Zone 13.023, 77.609",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,7,07:00–08:00 IST
"12.944,77.624",1,12.9439625,77.623702,No Junction,Adugodi,0,"Zone 12.944, 77.624",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,11,11:00–12:00 IST
"13.003,77.529",1,13.003345,77.5290517,No Junction,Rajajinagar,0,"Zone 13.003, 77.529",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 50% · Parking In A Main Road 50%,9,09:00–10:00 IST
"12.917,77.632",1,12.9166787,77.6322863,No Junction,Madiwala,0,"Zone 12.917, 77.632",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,4,04:00–05:00 IST
"12.917,77.628",1,12.9167286,77.6283746,No Junction,HSR Layout,0,"Zone 12.917, 77.628",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,11,11:00–12:00 IST
"12.917,77.621",1,12.9167108,77.6213704,No Junction,Mico Layout,0,"Zone 12.917, 77.621",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 50% · No Parking 50%,12,12:00–13:00 IST
"12.917,77.603",1,12.9167933,77.6027397,No Junction,Mico Layout,0,"Zone 12.917, 77.603",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Parking In A Main Road 50% · Wrong Parking 50%,10,10:00–11:00 IST
"13.023,77.718",1,13.023399,77.7175331,No Junction,K.R. Pura,0,"Zone 13.023, 77.718",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,4,04:00–05:00 IST
"13.023,77.716",1,13.0233796,77.7158372,No Junction,K.R. Pura,0,"Zone 13.023, 77.716",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,6,06:00–07:00 IST
"13.023,77.696",1,13.0233535,77.695736,No Junction,K.R. Pura,0,"Zone 13.023, 77.696",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,11,11:00–12:00 IST
"13.023,77.644",1,13.0233896,77.6444409,No Junction,Banaswadi,0,"Zone 13.023, 77.644",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,3,03:00–04:00 IST
"13.023,77.627",1,13.0230567,77.62683,No Junction,K.G. Halli,0,"Zone 13.023, 77.627",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,12,12:00–13:00 IST
"12.944,77.699",1,12.9439509,77.6985569,No Junction,HAL Old Airport,0,"Zone 12.944, 77.699",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,5,05:00–06:00 IST
"13.012,77.504",1,13.0122027,77.5044886,No Junction,Peenya,0,"Zone 13.012, 77.504",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,4,04:00–05:00 IST
"13.011,77.76",1,13.0108556,77.7598649,No Junction,Mahadevapura,0,"Zone 13.011, 77.76",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,6,06:00–07:00 IST
"13.011,77.658",1,13.010563,77.6582331,No Junction,Banaswadi,0,"Zone 13.011, 77.658",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,4,04:00–05:00 IST
"13.011,77.645",1,13.0106614,77.6452543,No Junction,Banaswadi,0,"Zone 13.011, 77.645",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,10,10:00–11:00 IST
"13.011,77.614",1,13.0112611,77.6135104,No Junction,K.G. Halli,0,"Zone 13.011, 77.614",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,2,02:00–03:00 IST
"13.011,77.613",1,13.0114599,77.6134294,No Junction,K.G. Halli,0,"Zone 13.011, 77.613",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,6,06:00–07:00 IST
"13.011,77.58",1,13.0114676,77.5795845,No Junction,Sadashivanagar,0,"Zone 13.011, 77.58",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,3,03:00–04:00 IST
"13.011,77.571",1,13.0105086,77.5709405,No Junction,Sadashivanagar,0,"Zone 13.011, 77.571",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,11,11:00–12:00 IST
"13.011,77.556",1,13.0111616,77.5562669,No Junction,Malleshwaram,0,"Zone 13.011, 77.556",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,10,10:00–11:00 IST
"12.932,77.506",1,12.9315757,77.5063069,No Junction,Kengeri,0,"Zone 12.932, 77.506",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,6,06:00–07:00 IST
"12.941,77.565",1,12.9405081,77.5646655,No Junction,Basavanagudi,0,"Zone 12.941, 77.565",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,3,03:00–04:00 IST
"12.931,77.679",1,12.9305673,77.6791524,No Junction,Bellandur,0,"Zone 12.931, 77.679",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,6,06:00–07:00 IST
"12.933,77.489",1,12.9327149,77.4889625,No Junction,Kengeri,0,"Zone 12.933, 77.489",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,3,03:00–04:00 IST
"12.932,77.635",1,12.9317793,77.6346558,No Junction,Ashok Nagar,0,"Zone 12.932, 77.635",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,8,08:00–09:00 IST
"12.932,77.634",1,12.93189,77.6342033,No Junction,Ashok Nagar,0,"Zone 12.932, 77.634",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,2,02:00–03:00 IST
"13.011,77.527",1,13.0106483,77.5274233,No Junction,Rajajinagar,0,"Zone 13.011, 77.527",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,No Parking 100%,2,02:00–03:00 IST
"13.011,77.508",1,13.0111001,77.5075962,No Junction,Peenya,0,"Zone 13.011, 77.508",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Wrong Parking 100%,2,02:00–03:00 IST
